person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Tudor Tomescu,tudortomescu,tudortomescu@kappa.ro,3760515344832,1973-01-19,"Intrarea Diana Florea Nr. 90, Odobesti, 251354",0788 772 940,ea:67:7f:5a:49:4d,177.99.40.78,RO28OBMR6138234734137195,2025-06-18 02:54:42,8420,761,267,1209371,34c4e235-d484-4008-9acd-743fa2c5499e
Gabriel Manole,gabrielmanole,gabrielmanole@acasa.ro,4480112123542,1947-08-30,"Bulevardul Dumitrescu, Gaesti, 121338",0757 266 724,5a:51:26:7e:ef:1e,162.124.151.120,RO10PQQL2945364448612192,2025-06-18 02:54:42,11711,983,218,507355,7fe24636-fd15-455b-b817-2468a63a1bd8
Valter Toma,valtertoma,valtertoma@141.ro,7450328182050,2020-03-11,"Strada Tabacu Nr. 170, Fetesti, 736919",0766 685 954,d4:61:33:13:6f:5e,64.103.222.92,RO65ANGD0279676102605536,2025-06-18 02:54:42,11173,406,83,718809,2cacdf3d-c2a0-4de7-ab12-ee6e137ffb73
Cristofor Nistor,cristofornistor,cristofornistor@email.ro,7560519469318,1953-01-14,"Bulevardul Măriuca Georgescu Nr. 829 Bl. 72  Sc. 49 Ap. 804, Caransebes, 726896",0749 290 902,3c:15:b7:61:f9:86,157.65.170.1,RO97AZOS6340672130910454,2025-06-18 02:54:42,15283,341,278,1471199,aae923f1-2112-411d-a74c-9ff9535a4412
Ruxandra Manole,ruxandramanole,ruxandramanole@post.ro,8230207176031,1945-04-23,"Drumul Manole, Cobadin, 139512",0266 216 493,30:6f:12:a6:be:7e,87.68.51.27,RO02SCKQ1753663311549949,2025-06-18 02:54:42,32128,759,799,668629,acaaa276-0e90-440b-92d2-0b49d2e772e0
Marga Gheorghiu,margagheorghiu,margagheorghiu@gmail.com,4320226191149,2015-08-16,"Drumul Ene Nr. 54 Bl. 69  Sc. 24 Ap. 185, Dumbravita, 240564",0758 301 906,7c:66:f5:b5:d7:41,177.247.8.27,RO85LYES4631637200613152,2025-06-18 02:54:42,25306,714,646,1788216,8ff8e114-40c6-4cb6-a9d9-52b1a8e9b68c
Zoe Tabacu,zoetabacu,zoetabacu@email.ro,8850717269946,1914-09-08,"Drumul Dobre Nr. 51, Zarnesti, 591175",0269 394 006,c4:25:77:4a:eb:b1,86.87.172.17,RO67OKGK6719868422620847,2025-06-18 02:54:42,15504,440,386,1177623,490585cd-a394-4339-805f-22e3e32f6a28
Angel Voinea,angelvoinea,angelvoinea@email.ro,1340511209786,1982-02-27,"Bulevardul Nistor, Segarcea, 588577",0769 239 253,86:a5:d6:06:a7:c4,200.248.24.107,RO23LTTT6795679063527192,2025-06-18 02:54:42,11142,22,645,1312715,01bfdcc9-2883-4a4d-a906-1b0e87665598
Vicenția Tomescu,vicențiatomescu,vicențiatomescu@gmail.com,1320722366286,1919-03-31,"Soseaua Tudor Diaconu, Slobozia, 484595",0253 747 395,be:4e:0a:e6:35:78,86.92.14.77,RO80LYRF7781309094382396,2025-06-18 02:54:42,26360,829,421,765949,d13277f2-b7af-4e25-a5a5-ea2fcbb93478
Sorin Dinu,sorindinu,sorindinu@zzup.ro,2370730322223,1955-02-26,"Strada Floare Mazilescu Nr. 87 Bl. 65  Sc. 41 Ap. 105, Codlea, 853218",0258 164 767,1c:34:da:c4:7d:66,116.51.37.171,RO87UKHE5262078255663826,2025-06-18 02:54:42,14877,335,24,886818,34c6bd8d-90eb-4827-8fa2-05f68e79bbe7
Luana Dumitrescu,luanadumitrescu,luanadumitrescu@acasa.ro,5890726140190,1948-02-23,"Drumul Pop Nr. 506, Valenii de Munte, 374639",0731 230 710,2a:d3:6c:50:02:fc,115.14.55.230,RO86EHRW3625970450531592,2025-06-18 02:54:42,5796,124,744,1688945,c24cbb5c-b42c-4f26-b0fd-6389f4a28aeb
Adina Stan,adinastan,adinastan@141.ro,4121128088254,1968-11-24,"Aleea Cristea Nr. 108, Bumbesti-Jiu, 188341",0266 964 368,04:f7:1e:73:8c:bd,143.105.85.189,RO14TIZJ9284808311262531,2025-06-18 02:54:42,30595,502,125,360840,eecd2ad3-395f-497a-af75-5d16c08e7102
Octav Georgescu,octavgeorgescu,octavgeorgescu@gmail.com,5500902135988,1917-05-31,"Drumul Marin Nr. 358 Bl. 61  Sc. 57 Ap. 287, Cisnadie, 294563",0240 727 862,9c:fe:36:3e:1d:01,184.180.53.191,RO34AGPZ1821837889246962,2025-06-18 02:54:42,27296,129,570,1361531,d9cffd6b-d00a-48a0-acab-9d4437cb3843
Lorena Popescu,lorenapopescu,lorenapopescu@email.ro,5340215126737,1977-10-06,"Aleea Mădălin Popescu, Dej, 652293",0764 908 151,3a:39:36:da:f2:ff,149.206.254.228,RO96MNRN5087668934149106,2025-06-18 02:54:42,6986,807,400,1947363,382c3695-5a62-4d9c-8826-44bbdfd261f0
Melania Nemeș,melanianemeș,melanianemeș@zzup.ro,4040711096991,1975-06-06,"Drumul Gelu Dumitrescu Nr. 35 Bl. 54  Sc. 44 Ap. 259, Arbore, 730791",0256 844 250,ea:57:95:e0:3d:33,173.146.96.157,RO05CFHC4139943636312542,2025-06-18 02:54:42,32954,332,43,1278478,5bd6caa9-02ff-46fd-91ae-411ba49c7242
Catrinel Cristea,catrinelcristea,catrinelcristea@141.ro,1150614298621,1964-08-04,"Aleea Alistar Albu, Galati, 355486",0734 946 161,6e:3b:3a:cb:ff:b6,105.223.27.10,RO28GDJD6770446221286572,2025-06-18 02:54:42,26944,883,775,337611,b0b1c00a-c26d-4791-9725-5c2318b017e9
Roxana Ardelean,roxanaardelean,roxanaardelean@kappa.ro,2940215081895,1944-02-13,"Soseaua Lucian Pop Nr. 18 Bl. 86  Sc. 71 Ap. 473, Berceni, 542170",0739 743 358,b2:29:0d:79:5a:24,10.9.204.64,RO84RNEW5208208090991639,2025-06-18 02:54:42,23379,831,594,1449764,3e369b99-adfc-4935-a8c5-bf65680eeb6e
Jenel Albu,jenelalbu,jenelalbu@post.ro,1650912363331,1934-10-26,"Drumul Simona Tomescu Nr. 848 Bl. 41  Sc. 28 Ap. 405, Dobroesti, 214234",021 175 5176,7a:c8:30:30:8d:f3,92.50.159.245,RO37IIKW4674369363222054,2025-06-18 02:54:42,25709,325,31,1800915,89cde3d0-58b9-420a-a5b4-cf74a0785698
Xenia Popescu,xeniapopescu,xeniapopescu@141.ro,2640118290326,1959-10-29,"Bulevardul Stan Nr. 69 Bl. 44  Sc. 74 Ap. 305, Sighisoara, 877502",0723 739 481,82:b5:50:56:6e:37,9.254.33.86,RO88ABRM6089967133630508,2025-06-18 02:54:42,9639,180,252,1341104,06a593eb-7a7e-48f8-a85c-17ea0791f97e
Tamara Marin,tamaramarin,tamaramarin@141.ro,2960727143910,2003-02-18,"Soseaua Suciu, Mangalia, 746789",0711 940 093,56:cf:51:35:9e:f4,98.21.74.213,RO28HIET1054217373205644,2025-06-18 02:54:42,5923,457,435,1702169,2b66555d-4752-45c2-b80b-75510fd57e28
Frederic Popescu,fredericpopescu,fredericpopescu@acasa.ro,7280309196261,1943-09-07,"Drumul Pușcașu Nr. 22, Giarmata, 154355",0761 016 573,f4:14:f1:c7:8d:04,205.7.66.106,RO69KVPG8912451058458348,2025-06-18 02:54:42,20536,453,525,460749,8a25f2d0-3a29-44c9-8aca-ae4703805aa9
Iustin Dobre,iustindobre,iustindobre@kappa.ro,1780716058326,2015-11-30,"Soseaua Diaconu Nr. 932, Gura Humorului, 477084",0729 239 502,88:b7:44:bd:42:10,205.26.137.32,RO20XZKA6903539641835154,2025-06-18 02:54:42,1585,304,341,1600103,9b922286-bbba-4dc4-b7f3-e1467ed30fd3
Zaraza Tomescu,zarazatomescu,zarazatomescu@141.ro,7171010339486,1959-10-29,"Bulevardul Stancu Nr. 980, Zalau, 859586",0266 145 942,26:f2:69:ee:bb:dd,198.101.23.210,RO46BRZB1583246532035852,2025-06-18 02:54:42,22530,29,94,1479658,fa1744f9-695f-4bd8-92d9-d18cd43933a5
Tiberiu Voinea,tiberiuvoinea,tiberiuvoinea@kappa.ro,1200401227211,1977-06-15,"Soseaua Pop, Sancraiu de Mures, 221533",0753 403 319,72:7e:7c:4f:c8:a6,81.143.134.141,RO76ZBCC7643059632404913,2025-06-18 02:54:42,26088,326,238,246329,0d8299e7-c699-4e7b-af5a-989dc25b7379
Silviana Tudor,silvianatudor,silvianatudor@post.ro,5111022510327,1964-12-03,"Aleea Stoica Nr. 507, Maieru, 763296",0784 826 217,5c:c2:7e:fa:de:98,57.221.230.199,RO81BASH0924505498955049,2025-06-18 02:54:42,134,523,669,827804,80ed97e8-c7cd-43cb-a4e7-e987cc3b73ac
Elena Gheorghiu,elenagheorghiu,elenagheorghiu@141.ro,5251027113917,1971-05-30,"Aleea Ardelean, Mioveni, 968077",0261 630 345,d0:fa:d5:17:58:92,47.129.70.247,RO43SBPI6665368973336437,2025-06-18 02:54:42,12927,448,799,517919,d5be0007-6474-4dd2-903f-b7d0d5a4d881
Natalia Cristea,nataliacristea,nataliacristea@141.ro,2260605116928,1961-09-10,"Bulevardul Manuela Preda Nr. 80 Bl. 96  Sc. 29 Ap. 408, Vicovu de Jos, 908168",0243 752 074,54:4a:00:a5:b4:82,58.204.2.0,RO69GKQE0774283597247118,2025-06-18 02:54:42,3556,985,732,1017184,6bfe9bfd-f14a-4542-a5bd-f89645410a1d
Roxelana Albu,roxelanaalbu,roxelanaalbu@kappa.ro,5071228320065,2025-03-22,"Drumul Barbu, Curtici, 411080",0249 273 975,18:96:f3:3e:21:09,76.44.182.40,RO77WBHW8341006799934001,2025-06-18 02:54:42,30282,321,517,1283937,37657e55-7efc-4920-8ca4-ab2fcdd108cc
Veronica Ioniță,veronicaioniță,veronicaioniță@email.ro,5720520273865,2022-12-07,"Drumul Barbu Nr. 72, Satu Mare, 165610",0786 538 625,fc:bf:b8:d8:e0:25,206.202.185.32,RO14HMZU3916151727071204,2025-06-18 02:54:42,33897,580,288,256583,0c97682e-6801-4207-a0a9-bd4cfa3e511b
Mina Ababei,minaababei,minaababei@zzup.ro,7780606019224,1996-09-17,"Strada Semenica Dinu, Baicoi, 815405",0241 584 667,2c:33:e6:e9:1f:72,106.244.19.55,RO18VLJJ9986384036179836,2025-06-18 02:54:42,27408,825,469,703372,cb3d7213-ad2b-4c4f-93f9-b14ba3f49c59
Romulus Preda,romuluspreda,romuluspreda@post.ro,4261012050390,2004-02-17,"Intrarea Dariana Popescu Nr. 20, Beclean, 506985",0727 709 423,b0:d5:2f:21:60:b0,190.18.152.193,RO62KYUO1340431349129852,2025-06-18 02:54:42,16416,831,580,1541160,e30dc3b8-d7ff-4978-8c7d-b71f36b4ca11
Aura Aanei,auraaanei,auraaanei@post.ro,6740216230105,1931-11-10,"Soseaua Ardelean Nr. 483 Bl. 35  Sc. 53 Ap. 259, Balotesti, 122743",0754 300 915,fc:1d:f0:20:91:97,14.215.54.242,RO46HQIO0766209865854814,2025-06-18 02:54:42,19360,637,3,973695,7f17b810-ce65-4792-afe5-dbce135006bc
Nicuță Voinea,nicuțăvoinea,nicuțăvoinea@post.ro,5530621274711,1941-10-02,"Soseaua Nistor, Anina, 649873",0786 195 918,64:04:05:98:56:6a,54.220.229.149,RO09KTMO7914777722925172,2025-06-18 02:54:42,26274,5,89,1926894,7170c914-a202-43b9-a4a9-2e8a312c7fee
Zamfir Ionescu,zamfirionescu,zamfirionescu@zzup.ro,8830305368103,1970-01-16,"Strada Eftimie Nr. 44 Bl. 53  Sc. 20 Ap. 101, Dragu-Brad, 232819",0253 595 642,c0:3b:9b:16:ba:d2,124.24.213.149,RO49KCSK3855543988982370,2025-06-18 02:54:42,51,858,415,332201,33400ddb-5367-46cc-b385-e2942d41b7fe
Elodia Preda,elodiapreda,elodiapreda@141.ro,6320701404967,1953-06-17,"Drumul Adrian Ionescu Nr. 94 Bl. 84  Sc. 22 Ap. 552, Adjud, 241396",0237 693 749,24:63:33:a9:6f:56,145.253.97.98,RO72SRHC2417341248750793,2025-06-18 02:54:42,6186,154,778,437742,1bab27e2-782b-49c0-98e0-37387f1744ee
Edmond Preda,edmondpreda,edmondpreda@email.ro,2420225107259,1978-05-22,"Intrarea Tomescu, Cajvana, 948115",0232 956 132,42:fd:79:6b:30:23,139.194.57.118,RO65LNXS5965396378647961,2025-06-18 02:54:42,8176,999,45,1111255,8c35124d-8db8-4dbc-b498-fb559d330af3
Ica Diaconescu,icadiaconescu,icadiaconescu@gmail.com,3780306526108,2021-11-29,"Soseaua Popa Nr. 309, Dragalina, 453472",0760 266 112,c2:7e:46:7f:da:de,212.203.213.77,RO90PMLP9078957888558214,2025-06-18 02:54:42,6191,690,708,1058738,fdb20915-9801-4286-b323-d50ed0f7041e
Nicușor Mazilescu,nicușormazilescu,nicușormazilescu@post.ro,5961001167107,1923-02-20,"Bulevardul Eftimie Popa Nr. 73, Vatra Dornei, 834802",0249 382 477,d2:04:a4:16:ac:67,126.246.141.167,RO88IAPR4694217286636493,2025-06-18 02:54:42,6012,517,280,828141,4b97e02d-27e2-4a98-8ede-37706c165bfb
Jasmina Stănescu,jasminastănescu,jasminastănescu@post.ro,5260409043494,2024-11-02,"Drumul Pușcașu Nr. 554 Bl. 54  Sc. 38 Ap. 626, Otopeni, 436434",0757 684 307,16:60:23:17:12:92,219.189.87.233,RO87HDAH1988205040664028,2025-06-18 02:54:42,34818,264,783,315816,1e3be74c-7d23-4be7-89bc-9f57ec46cebd
Theodor Ioniță,theodorioniță,theodorioniță@zzup.ro,7211213169221,1968-06-24,"Aleea Stan Nr. 362, Simeria, 590158",0256 169 037,24:e3:03:f1:a8:93,70.18.19.132,RO51JPHZ0991278005247343,2025-06-18 02:54:42,8677,802,724,214547,8da20419-e3f2-4e4f-88fd-1a51758ca20b
Heracleea Popa,heracleeapopa,heracleeapopa@zzup.ro,4650602364690,1952-05-16,"Intrarea Lucrețiu Stoica Nr. 44 Bl. 85  Sc. 53 Ap. 246, Reghin, 387840",0754 149 530,2e:83:9a:23:03:14,223.223.171.223,RO28DXIA3069560393295734,2025-06-18 02:54:42,23380,672,98,123575,6e585dd9-10d7-44f2-8f2d-7e99d698efbe
Sidonia Florea,sidoniaflorea,sidoniaflorea@141.ro,4601101086547,1943-01-16,"Intrarea Liviu Nistor Nr. 73, Anina, 500123",0756 499 098,3a:89:18:d1:c2:81,14.128.126.161,RO10AYQE1393724180097096,2025-06-18 02:54:42,8993,897,131,1626148,c19c2241-3845-4a08-8ab6-599dc1479407
Minodora Tudor,minodoratudor,minodoratudor@email.ro,1320514205879,2009-09-09,"Intrarea Tatiana Barbu, Medgidia, 371439",0236 302 540,b6:0c:72:cf:68:cb,55.116.91.131,RO11WSMR8190544266298426,2025-06-18 02:54:42,32583,155,462,19772,bdf39286-8581-45f2-a7d2-d9d90d92c6d6
Aglaia Ababei,aglaiaababei,aglaiaababei@zzup.ro,6881119066744,2025-03-18,"Intrarea Tomescu Nr. 890 Bl. 38  Sc. 51 Ap. 231, Rasnov, 250606",0762 363 611,dc:30:1c:13:30:f3,216.46.101.8,RO88OLTD8777862823620998,2025-06-18 02:54:42,26877,397,227,102143,fb565971-6330-46be-a26f-cb45386dc283
Viorela Stan,viorelastan,viorelastan@141.ro,6030311440723,1994-03-26,"Soseaua Stan, Bumbesti-Jiu, 319362",0245 181 273,60:97:5e:89:bd:f7,215.101.55.165,RO68MSIJ7516785466268556,2025-06-18 02:54:42,9480,427,463,1007610,2608ca00-8d1c-499d-9b4b-94ffa45f1ab9
Decebal Stancu,decebalstancu,decebalstancu@141.ro,6160219119651,1960-11-20,"Soseaua Oprea, Ovidiu, 457793",0257 457 379,fa:f4:59:92:8f:80,2.176.83.171,RO07YTSI6657171959874293,2025-06-18 02:54:42,17630,500,88,1383201,7eb808c0-068f-48d9-b812-0e8d5dd453d0
Doriana Popescu,dorianapopescu,dorianapopescu@email.ro,8271025260169,1958-03-05,"Strada Georgia Dima Nr. 971, Busteni, 484390",0753 133 712,20:30:b4:3b:14:0e,99.144.31.46,RO20OIAN1640994388891298,2025-06-18 02:54:42,4803,723,767,1104548,5c8d674a-90f1-48db-8ef9-d91857c9fac1
Nichifor Manole,nichiformanole,nichiformanole@zzup.ro,4010405522267,1983-03-27,"Soseaua Popescu Nr. 43, Moldova Veche, 907777",0757 971 878,54:62:26:42:03:d4,184.210.167.223,RO77FKJY3782645757838088,2025-06-18 02:54:42,29303,688,576,672954,b902d916-2b71-474d-a302-e01834e5a292
Dominic Georgescu,dominicgeorgescu,dominicgeorgescu@gmail.com,2730220389974,1927-10-20,"Bulevardul Voinea, Hateg, 679255",0246 966 337,e4:37:ee:8d:be:d8,137.68.160.19,RO87ATMW3046916617830478,2025-06-18 02:54:42,12743,485,283,1438648,6501121b-a488-4360-88c6-1b103728dccf
Basarab Dochioiu,basarabdochioiu,basarabdochioiu@kappa.ro,5200417046888,1939-03-20,"Intrarea Diaconu Nr. 40 Bl. 50  Sc. 82 Ap. 205, Tandarei, 447504",0740 420 799,40:95:56:ad:32:97,179.175.29.111,RO29EDVD8632660562503134,2025-06-18 02:54:42,31267,187,408,941675,13a42a65-ddbd-4c3a-9c3d-162493a925d9
Andreea Georgescu,andreeageorgescu,andreeageorgescu@kappa.ro,2310521140453,1933-07-31,"Bulevardul Pușcașu, Vicovu de Sus, 651066",0745 297 101,20:54:66:6c:15:2b,198.209.237.117,RO03DMKI7286653851119211,2025-06-18 02:54:42,6227,815,377,483327,d159edd3-1579-4b13-8423-e0d91c050d96
Constantina Florea,constantinaflorea,constantinaflorea@zzup.ro,7620613217432,1944-09-10,"Drumul Titus Eftimie, Cajvana, 403955",0750 403 795,de:79:f3:39:6b:3d,213.245.216.18,RO55SQTN0277333074177930,2025-06-18 02:54:42,20101,884,223,321979,00f30f42-d2ee-46e0-b649-aec5b54211ce
Tania Dinu,taniadinu,taniadinu@gmail.com,5660711075094,2008-03-14,"Bulevardul Nistor, Borsa, 859403",0262 505 276,0a:bf:5b:80:ae:e4,192.123.220.61,RO46XPGZ6105604405049516,2025-06-18 02:54:42,2317,777,456,1729810,e0ed5cf2-e4d3-4842-9b3d-7039e8f30fa0
Didina Georgescu,didinageorgescu,didinageorgescu@kappa.ro,7100912436522,1988-03-04,"Aleea Ababei, Siria, 997377",0739 559 070,26:c6:75:3e:61:46,179.196.0.10,RO64THJI7347553412596455,2025-06-18 02:54:42,20753,658,496,1570871,cda8d48a-e8bd-4d18-bc37-8218ba4d813f
Adelina Dochioiu,adelinadochioiu,adelinadochioiu@kappa.ro,8921003306491,1953-07-07,"Strada Cazimir Stancu, Breaza de Sus, 753306",0255 421 750,98:91:48:34:6e:e4,168.19.215.45,RO55CMFZ2144131527038798,2025-06-18 02:54:42,10112,638,773,1719126,b4fcf945-8cb0-49a0-b1f8-27873da6aab9
Nechifor Dumitrescu,nechifordumitrescu,nechifordumitrescu@acasa.ro,2590428366961,1954-05-30,"Strada Măriuca Dinu Nr. 880 Bl. 30  Sc. 44 Ap. 936, Vulcan, 386029",0721 689 465,ce:71:bd:54:9d:d6,100.7.75.96,RO92IRIS6929708195696091,2025-06-18 02:54:42,17294,212,539,123295,83afac69-9da3-4676-b659-cc8e4b4086b3
Bogdan Marin,bogdanmarin,bogdanmarin@acasa.ro,5800210352269,1912-04-26,"Strada Diaconu Nr. 79, Otelu Rosu, 849784",0785 310 930,48:3a:82:0b:4d:46,71.165.85.252,RO29MXYG3094375975257025,2025-06-18 02:54:42,23784,680,264,1326614,7e21d4a1-d0f0-4985-a612-845bacd08004
Valentina Cristea,valentinacristea,valentinacristea@post.ro,1390828050433,2005-12-30,"Bulevardul Eustațiu Ioniță Nr. 498, Medgidia, 418108",0242 226 045,ac:9d:07:a1:ac:b4,53.3.206.218,RO46HFHR0763949602663690,2025-06-18 02:54:42,15120,149,89,447130,22f8d0dd-82db-4d17-9ac5-6e6fff36b2fa
Rafila Nemeș,rafilanemeș,rafilanemeș@zzup.ro,7091203373230,2007-10-25,"Intrarea Jan Dinu, Branesti, 339608",0254 251 606,6c:7f:23:56:55:16,205.175.156.52,RO88PQXV5931178912766575,2025-06-18 02:54:42,11318,278,139,1650165,aa616604-3d4c-49ae-bdec-e6c6b9ad075c
Salomea Stănescu,salomeastănescu,salomeastănescu@post.ro,4160211122255,1923-05-11,"Aleea Ene Nr. 131, Adjud, 812548",0733 333 127,84:9d:85:77:6c:fe,45.197.20.65,RO12BZSF2950902938508685,2025-06-18 02:54:42,10359,620,319,5441,74f9bc21-fc5a-4004-b230-43fd9488aed3
Nicoleta Dumitrescu,nicoletadumitrescu,nicoletadumitrescu@email.ro,1331006205693,2007-08-16,"Bulevardul Barbu, Cudalbi, 425847",0756 654 776,b0:45:bb:b7:9e:d2,69.119.136.169,RO82CKHF6393926142969488,2025-06-18 02:54:42,15414,358,432,1242493,eb1a2dd2-f619-424e-9be4-1d6ed76f6edc
Caius Stan,caiusstan,caiusstan@email.ro,7680709463143,2024-09-16,"Aleea Popa Nr. 80, Zalau, 264499",0759 552 009,ae:69:98:5d:05:24,70.10.72.145,RO33QJZT4946404888617472,2025-06-18 02:54:42,6657,384,337,1459443,60f86035-aad1-4cf0-87d0-311333977a96
Jana Cristea,janacristea,janacristea@email.ro,3940221309867,1964-03-04,"Soseaua Stan Nr. 167 Bl. 80  Sc. 76 Ap. 965, Jibou, 515502",0732 467 633,98:b9:3c:5e:f8:bf,47.242.135.223,RO16VESC0683423000109857,2025-06-18 02:54:42,1841,54,88,1587117,b1cf988e-5555-4805-afbd-829eb7823297
Iosif Stoica,iosifstoica,iosifstoica@kappa.ro,6631011040766,1969-11-17,"Bulevardul Voinea Nr. 856 Bl. 43  Sc. 13 Ap. 706, Rodna, 949256",0255 502 287,58:7a:59:88:4a:a2,69.41.11.66,RO49MSGC5774159976526987,2025-06-18 02:54:42,633,999,642,1077521,112f29a5-2f41-413c-b4f0-5cc0ac2e63a7
Simina Oprea,siminaoprea,siminaoprea@gmail.com,1780218327446,1956-08-01,"Strada Ababei Nr. 990, Alesd, 199246",0263 506 153,40:94:66:d0:43:27,30.74.131.124,RO19MMEP7940727876378466,2025-06-18 02:54:42,30943,330,730,614560,a2d40b6c-a52c-46da-a245-7bd84e53581c
Florin Marin,florinmarin,florinmarin@email.ro,7450501094417,2023-05-14,"Bulevardul Liliana Diaconescu Nr. 43, Buftea, 370362",0255 713 346,fa:63:70:d4:32:30,167.250.184.188,RO20QLZW7940990821884992,2025-06-18 02:54:42,33401,583,140,1398075,a59f5a5e-8a5d-4569-9c47-6508d5953994
Ștefan Popa,ștefanpopa,ștefanpopa@kappa.ro,8870530279100,1954-11-10,"Strada Florea Nr. 91, Simeria, 160565",0742 310 747,98:a1:ae:9b:6d:8c,158.141.119.128,RO56YYXN0682416932139217,2025-06-18 02:54:42,9379,462,294,604067,09763cee-35c6-4a35-b092-21300cd91f57
Maximilian Ardelean,maximilianardelean,maximilianardelean@post.ro,2320112263440,1923-10-28,"Intrarea Nistor Nr. 82 Bl. 44  Sc. 69 Ap. 401, Apahida, 865676",0764 549 245,58:1c:c2:51:d5:75,22.94.173.108,RO07BJLV7267820478734374,2025-06-18 02:54:42,29247,746,141,1323308,ac3fac2d-a9ab-4a72-b1f9-5cf91577da10
Daciana Dinu,dacianadinu,dacianadinu@post.ro,2770517518513,1992-11-10,"Soseaua Ardelean Nr. 32, Borcea, 169013",0741 025 178,e0:08:69:ef:7e:4e,194.107.132.122,RO06BPPN7259868196257222,2025-06-18 02:54:42,18056,577,298,381237,bffca672-1adf-4df5-892e-15c4cebf1820
Ghenadie Preda,ghenadiepreda,ghenadiepreda@gmail.com,3760305231736,1928-07-24,"Aleea Diana Aanei Nr. 56, Domnesti, 762880",0727 729 217,d6:f0:f3:e5:33:40,78.95.87.176,RO76LVWH9255184846147155,2025-06-18 02:54:42,18022,549,323,1337492,99e8aec0-3610-4858-be88-c9ae0062ea0c
Codruț Gheorghiu,codruțgheorghiu,codruțgheorghiu@141.ro,8560231109097,1911-07-06,"Drumul Viviana Ardelean Nr. 35, Tuzla, 253969",0720 035 983,9a:d5:81:dc:8c:d1,171.210.251.252,RO56KJHV5454489363502624,2025-06-18 02:54:42,7474,454,267,1465973,e921d003-ef35-40bd-8ae6-f7c83076313f
Clara Aanei,claraaanei,claraaanei@kappa.ro,5160707452403,1925-02-16,"Aleea Popescu Nr. 15, Lipova, 539331",0238 712 673,16:12:7d:76:79:59,100.7.109.32,RO31JQDE7018140167850356,2025-06-18 02:54:42,13261,10,795,822833,6c495cda-516d-4a03-a350-126c76fc20a5
Artemisa Tomescu,artemisatomescu,artemisatomescu@gmail.com,3151130464451,1928-05-17,"Intrarea Irina Popa Nr. 31, Ocna Mures, 483624",0761 538 045,a0:59:c0:e2:32:71,27.155.236.23,RO81YROT1832564166581014,2025-06-18 02:54:42,33690,659,367,1341791,757e6e76-e3c7-447a-948b-87ff11407eef
Ludmila Ababei,ludmilaababei,ludmilaababei@141.ro,7710121428393,1981-09-04,"Bulevardul Stan Nr. 703, Peretu, 928783",0765 325 551,7a:9e:54:b7:a1:da,81.141.140.3,RO74XKUQ5481304770434672,2025-06-18 02:54:42,7248,859,483,1585624,5937fcf0-1201-476a-9640-e550bff0a8db
Leonard Pop,leonardpop,leonardpop@acasa.ro,3650408413432,1982-11-28,"Bulevardul Emilia Ardelean, Timisoara, 468556",0759 880 123,14:77:1e:46:62:2b,214.166.135.99,RO60YAHZ2941317854990519,2025-06-18 02:54:42,7233,990,355,918653,d9015d3d-3760-4a38-a9e9-f9a8acb08cb4
Claudiu Dobre,claudiudobre,claudiudobre@acasa.ro,8080414149482,1941-09-06,"Intrarea Dochioiu Nr. 18, 1 Decembrie, 170658",0236 831 884,82:1a:7e:78:2b:65,147.95.229.101,RO91FRJE1919235926042775,2025-06-18 02:54:42,15309,628,107,1111522,79b99891-bb01-4657-9036-e74f7de1a95f
Ludovica Tabacu,ludovicatabacu,ludovicatabacu@acasa.ro,6070215365618,1962-02-15,"Bulevardul Eftimie Nr. 47 Bl. 23  Sc. 31 Ap. 725, Fagaras, 904403",0746 016 322,2e:15:b6:37:4b:b4,206.115.156.151,RO33NETQ2439811219961316,2025-06-18 02:54:42,15940,850,184,822232,9b2fc6b1-f34d-4a3d-9805-68df93bd3f25
Anghel Ionescu,anghelionescu,anghelionescu@gmail.com,1050602467240,1977-09-11,"Drumul Nemeș Nr. 16 Bl. 97  Sc. 18 Ap. 441, Baia Sprie, 555850",0753 025 179,86:64:a4:95:14:43,25.247.110.99,RO17GREY7991151051644697,2025-06-18 02:54:42,15686,104,180,1778657,12c131f3-dc01-4739-8965-b8c9ac78854d
Jana Cristea,janacristea,janacristea@acasa.ro,1951013118802,1990-06-15,"Bulevardul Hortensia Manole Nr. 33 Bl. 92  Sc. 71 Ap. 138, Calan, 708061",0728 821 189,18:c5:ff:b7:13:b9,27.190.88.154,RO78ICQP3228598328112416,2025-06-18 02:54:42,21975,533,3,1489841,6774da39-5474-45b7-a276-ecda40eb38c2
Vanesa Stan,vanesastan,vanesastan@acasa.ro,3110503117554,1975-06-12,"Soseaua Ionescu Nr. 88, Hateg, 730504",0760 954 018,fc:7c:40:c0:36:63,79.137.205.71,RO66WKJA3977967763962243,2025-06-18 02:54:42,2374,634,332,1546067,2b3764c1-8cd2-4503-a883-81d80d77f3a8
Dariana Nistor,dariananistor,dariananistor@zzup.ro,8040219067722,1941-07-30,"Soseaua Ariana Dumitrescu Nr. 274, Borcea, 620631",0731 135 859,ea:43:ab:45:05:62,140.9.42.20,RO74XVYL0199564074489431,2025-06-18 02:54:42,3573,979,136,549362,b7a4b5d4-fadf-448c-9eeb-1e5a411164ea
